upazila_id,village_id,farmer_id,waterlevel,waterunit,plantdate,measuredate,districtname,measure1,measure2,visit,DistrictName,Upazila,treatment,anymarginal,afterharvest,plantdate1,dat,dryfield
4,7,64,3.5,1,2017-02-06,2017-03-11,Mymensingh,2017-03-09,2017-04-06,1,Mymensingh,Haluaghat Upazila,0,0,0,2017-02-06,33,0
4,7,64,9,1,2017-01-25,2017-04-07,Mymensingh,2017-03-09,2017-04-06,2,Mymensingh,Haluaghat Upazila,0,0,0,2017-02-06,60,0
4,7,65,9,1,2017-02-12,2017-03-11,Mymensingh,2017-03-09,2017-04-06,1,Mymensingh,Haluaghat Upazila,0,0,0,2017-02-12,27,0
4,7,65,5,1,2017-01-15,2017-04-07,Mymensingh,2017-03-09,2017-04-06,2,Mymensingh,Haluaghat Upazila,0,0,0,2017-02-12,54,0
4,7,66,2,1,2017-01-29,2017-03-11,Mymensingh,2017-03-09,2017-04-06,1,Mymensingh,Haluaghat Upazila,0,0,0,2017-01-29,41,0
4,7,66,20.3199996948242,1,2017-01-18,2017-04-07,Mymensingh,2017-03-09,2017-04-06,2,Mymensingh,Haluaghat Upazila,0,0,0,2017-01-29,68,0
4,7,67,4,1,2017-02-13,2017-03-11,Mymensingh,2017-03-09,2017-04-06,1,Mymensingh,Haluaghat Upazila,0,0,0,2017-02-13,26,0
4,7,67,15,1,2017-02-05,2017-04-07,Mymensingh,2017-03-09,2017-04-06,2,Mymensingh,Haluaghat Upazila,0,0,0,2017-02-13,53,0
4,7,68,5,1,2017-01-27,2017-04-07,Mymensingh,2017-03-09,2017-04-06,2,Mymensingh,Haluaghat Upazila,0,0,0,2017-01-24,73,0
4,7,68,4,1,2017-01-24,2017-03-11,Mymensingh,2017-03-09,2017-04-06,1,Mymensingh,Haluaghat Upazila,0,0,0,2017-01-24,46,0
4,7,69,6,1,2017-02-07,2017-03-11,Mymensingh,2017-03-09,2017-04-06,1,Mymensingh,Haluaghat Upazila,0,0,0,2017-02-07,32,0
4,7,69,7,1,2017-01-26,2017-04-07,Mymensingh,2017-03-09,2017-04-06,2,Mymensingh,Haluaghat Upazila,0,0,0,2017-02-07,59,0
4,7,70,18,1,2017-01-22,2017-04-07,Mymensingh,2017-03-09,2017-04-06,2,Mymensingh,Haluaghat Upazila,0,0,0,2017-01-29,68,0
4,7,70,4,1,2017-01-29,2017-03-11,Mymensingh,2017-03-09,2017-04-06,1,Mymensingh,Haluaghat Upazila,0,0,0,2017-01-29,41,0
4,8,71,0,1,,2017-03-17,Mymensingh,2017-03-17,2017-04-12,1,Mymensingh,Haluaghat Upazila,1,1,0,2017-01-30,46,1
4,8,71,0,1,2017-01-30,2017-04-12,Mymensingh,2017-03-17,2017-04-12,2,Mymensingh,Haluaghat Upazila,1,1,0,2017-01-30,72,1
4,8,72,3.5,1,2017-02-05,2017-03-17,Mymensingh,2017-03-17,2017-04-12,1,Mymensingh,Haluaghat Upazila,1,1,0,2017-02-05,40,0
4,8,72,0,1,2017-02-03,2017-04-12,Mymensingh,2017-03-17,2017-04-12,2,Mymensingh,Haluaghat Upazila,1,1,0,2017-02-05,66,1
4,8,73,3.5,1,2017-02-07,2017-03-17,Mymensingh,2017-03-17,2017-04-12,1,Mymensingh,Haluaghat Upazila,1,1,0,2017-02-07,38,0
4,8,73,2,1,2017-01-30,2017-04-12,Mymensingh,2017-03-17,2017-04-12,2,Mymensingh,Haluaghat Upazila,1,1,0,2017-02-07,64,0
4,8,74,0,1,2017-01-29,2017-04-12,Mymensingh,2017-03-17,2017-04-12,2,Mymensingh,Haluaghat Upazila,1,1,0,2017-02-07,64,1
4,8,74,0,1,2017-02-07,2017-03-17,Mymensingh,2017-03-17,2017-04-12,1,Mymensingh,Haluaghat Upazila,1,1,0,2017-02-07,38,1
7,8,75,4,1,2017-02-02,2017-03-17,Mymensingh,2017-03-17,2017-04-12,1,Mymensingh,Haluaghat Upazila,1,1,0,2017-02-02,43,0
4,8,75,1,1,2017-02-02,2017-04-12,Mymensingh,2017-03-17,2017-04-12,2,Mymensingh,Haluaghat Upazila,1,1,0,2017-02-02,69,0
4,8,76,0,1,2017-01-28,2017-04-12,Mymensingh,2017-03-17,2017-04-12,2,Mymensingh,Haluaghat Upazila,1,1,0,2017-01-28,74,1
4,8,76,4,1,2017-01-28,2017-03-17,Mymensingh,2017-03-17,2017-04-12,1,Mymensingh,Haluaghat Upazila,1,1,0,2017-01-28,48,0
4,8,77,0,1,2017-01-28,2017-04-12,Mymensingh,2017-03-17,2017-04-12,2,Mymensingh,Haluaghat Upazila,1,1,0,2017-01-30,72,1
4,8,77,2,1,2017-01-30,2017-03-17,Mymensingh,2017-03-17,2017-04-12,1,Mymensingh,Haluaghat Upazila,1,1,0,2017-01-30,46,0
4,8,78,0,1,2017-01-30,2017-04-12,Mymensingh,2017-03-17,2017-04-12,2,Mymensingh,Haluaghat Upazila,1,1,0,2017-01-30,72,1
4,8,78,2,1,2017-01-30,2017-03-17,Mymensingh,2017-03-17,2017-04-12,1,Mymensingh,Haluaghat Upazila,1,1,0,2017-01-30,46,0
4,8,79,0,1,2017-02-03,2017-04-12,Mymensingh,2017-03-17,2017-04-12,2,Mymensingh,Haluaghat Upazila,1,1,0,2017-02-05,66,1
4,8,79,0,1,2017-02-05,2017-03-17,Mymensingh,2017-03-17,2017-04-12,1,Mymensingh,Haluaghat Upazila,1,1,0,2017-02-05,40,1
4,8,80,3,1,,2017-03-17,Mymensingh,2017-03-17,2017-04-12,1,Mymensingh,Haluaghat Upazila,1,1,0,2017-01-28,48,0
4,8,80,0,1,2017-01-28,2017-04-12,Mymensingh,2017-03-17,2017-04-12,2,Mymensingh,Haluaghat Upazila,1,1,0,2017-01-28,74,1
4,9,81,0,1,2017-01-22,2017-04-11,Mymensingh,2017-03-10,2017-04-13,2,Mymensingh,Haluaghat Upazila,0,1,0,2017-01-16,85,1
4,9,81,6,1,2017-01-16,2017-03-11,Mymensingh,2017-03-10,2017-04-13,1,Mymensingh,Haluaghat Upazila,0,1,0,2017-01-16,54,0
4,9,82,4,1,2017-01-22,2017-03-11,Mymensingh,2017-03-10,2017-04-13,1,Mymensingh,Haluaghat Upazila,0,1,0,2017-01-22,48,0
4,9,82,0,1,2017-01-28,2017-04-11,Mymensingh,2017-03-10,2017-04-13,2,Mymensingh,Haluaghat Upazila,0,1,0,2017-01-22,79,1
4,9,83,5,1,2017-01-24,2017-03-11,Mymensingh,2017-03-10,2017-04-13,1,Mymensingh,Haluaghat Upazila,0,1,0,2017-01-24,46,0
4,9,83,0,1,2017-01-28,2017-04-11,Mymensingh,2017-03-10,2017-04-13,2,Mymensingh,Haluaghat Upazila,0,1,0,2017-01-24,77,1
4,9,84,0,1,2017-01-26,2017-04-11,Mymensingh,2017-03-10,2017-04-13,2,Mymensingh,Haluaghat Upazila,0,1,0,2017-02-01,69,1
4,9,84,2,1,2017-02-01,2017-03-11,Mymensingh,2017-03-10,2017-04-13,1,Mymensingh,Haluaghat Upazila,0,1,0,2017-02-01,38,0
